longitude 	 latitude 	 weight
0.291039 	 0.374842 	 50.000000
0.289910 	 0.440050 	 4.000000
0.337349 	 0.329407 	 33.000000
0.330949 	 0.379049 	 15.000000
0.323419 	 0.445099 	 1.000000
0.313253 	 0.530080 	 5.000000
0.307982 	 0.565839 	 87.000000
0.300075 	 0.606226 	 91.000000
0.298569 	 0.645351 	 45.000000
0.288404 	 0.681111 	 1.000000
0.409639 	 0.316365 	 41.000000
0.375377 	 0.347497 	 23.000000
0.375377 	 0.389567 	 26.000000
0.365211 	 0.461506 	 301.000000
0.356551 	 0.527556 	 53.000000
0.336596 	 0.565839 	 1.000000
0.341867 	 0.600757 	 80.000000
0.335467 	 0.652503 	 118.000000
0.311370 	 0.684056 	 1.000000
0.516943 	 0.289861 	 1.000000
0.462349 	 0.237274 	 15.000000
0.445783 	 0.281868 	 12.000000
0.450301 	 0.367270 	 60.000000
0.426958 	 0.411022 	 35.000000
0.413027 	 0.450147 	 138.000000
0.399473 	 0.493479 	 1.000000
0.399473 	 0.536811 	 173.000000
0.386672 	 0.604964 	 61.000000
0.362575 	 0.657972 	 1.000000
0.382907 	 0.663021 	 21.000000
0.473268 	 0.212873 	 8.000000
0.490211 	 0.299537 	 18.000000
0.485316 	 0.368952 	 35.000000
0.466491 	 0.411443 	 17.000000
0.492093 	 0.412705 	 22.000000
0.467997 	 0.469079 	 60.000000
0.447666 	 0.549011 	 65.000000
0.436747 	 0.611275 	 54.000000
0.425828 	 0.672697 	 39.000000
0.314383 	 0.500210 	 1.000000
0.292545 	 0.497686 	 1.000000
0.149096 	 0.098023 	 5.000000
0.131777 	 0.008414 	 115.000000
0.160768 	 0.000841 	 30.000000
0.172816 	 0.161969 	 98.000000
0.207455 	 0.142617 	 61.000000
0.194277 	 0.005469 	 79.000000
0.251883 	 0.015566 	 8.000000
0.245482 	 0.055532 	 193.000000
0.197666 	 0.036180 	 4.000000
0.331702 	 0.099285 	 654.000000
0.266943 	 0.145141 	 63.000000
0.240587 	 0.176273 	 22.000000
0.331702 	 0.159865 	 283.000000
0.312123 	 0.191838 	 150.000000
0.274096 	 0.217080 	 153.000000
0.305346 	 0.255364 	 20.000000
0.345256 	 0.206142 	 10.000000
0.346762 	 0.247371 	 13.000000
0.332455 	 0.276820 	 3.000000
0.403238 	 0.081615 	 54.000000
0.441265 	 0.183845 	 25.000000
0.396461 	 0.165334 	 21.000000
0.427711 	 0.076146 	 19.000000
0.435994 	 0.133361 	 26.000000
0.247364 	 0.251578 	 90.000000
0.295934 	 0.327724 	 105.000000
0.149473 	 0.042911 	 73.000000
0.542545 	 0.348759 	 1.000000
0.538404 	 0.381994 	 46.000000
0.521084 	 0.412284 	 28.000000
0.538780 	 0.513252 	 160.000000
0.531250 	 0.564156 	 1.000000
0.548193 	 0.638620 	 65.000000
0.500753 	 0.691628 	 152.000000
0.597892 	 0.366849 	 1.000000
