longitude 	 latitude 	 weight
0.295005 	 0.459440 	 50.000000
0.294062 	 0.515824 	 4.000000
0.333648 	 0.420153 	 33.000000
0.328307 	 0.463077 	 15.000000
0.322023 	 0.520189 	 1.000000
0.313541 	 0.593670 	 5.000000
0.309142 	 0.624591 	 87.000000
0.302545 	 0.659513 	 91.000000
0.301288 	 0.693343 	 45.000000
0.292806 	 0.724263 	 1.000000
0.393968 	 0.408876 	 41.000000
0.365379 	 0.435795 	 23.000000
0.365379 	 0.472172 	 26.000000
0.356896 	 0.534376 	 301.000000
0.349670 	 0.591488 	 53.000000
0.333019 	 0.624591 	 1.000000
0.337418 	 0.654784 	 80.000000
0.332077 	 0.699527 	 118.000000
0.311970 	 0.726810 	 1.000000
0.483506 	 0.385959 	 1.000000
0.437952 	 0.340487 	 15.000000
0.424128 	 0.379047 	 12.000000
0.427898 	 0.452892 	 60.000000
0.408420 	 0.490724 	 35.000000
0.396795 	 0.524554 	 138.000000
0.385485 	 0.562023 	 1.000000
0.385485 	 0.599491 	 173.000000
0.374804 	 0.658421 	 61.000000
0.354697 	 0.704256 	 1.000000
0.371662 	 0.708621 	 21.000000
0.447063 	 0.319389 	 8.000000
0.461200 	 0.394325 	 18.000000
0.457116 	 0.454347 	 35.000000
0.441407 	 0.491088 	 17.000000
0.462771 	 0.492179 	 22.000000
0.442664 	 0.540924 	 60.000000
0.425699 	 0.610040 	 65.000000
0.416588 	 0.663878 	 54.000000
0.407477 	 0.716988 	 39.000000
0.314483 	 0.567843 	 1.000000
0.296261 	 0.565660 	 1.000000
0.176563 	 0.220080 	 5.000000
0.162111 	 0.142597 	 115.000000
0.186302 	 0.136049 	 30.000000
0.196356 	 0.275373 	 98.000000
0.225259 	 0.258640 	 61.000000
0.214263 	 0.140051 	 79.000000
0.262331 	 0.148781 	 8.000000
0.256990 	 0.183339 	 193.000000
0.217091 	 0.166606 	 4.000000
0.328935 	 0.221171 	 654.000000
0.274898 	 0.260822 	 63.000000
0.252906 	 0.287741 	 22.000000
0.328935 	 0.273554 	 283.000000
0.312598 	 0.301200 	 150.000000
0.280867 	 0.323027 	 153.000000
0.306943 	 0.356130 	 20.000000
0.340245 	 0.313569 	 10.000000
0.341502 	 0.349218 	 13.000000
0.329563 	 0.374682 	 3.000000
0.363494 	 0.032739 	 19.000000
0.380459 	 0.129865 	 444.000000
0.388627 	 0.205893 	 54.000000
0.420358 	 0.294289 	 25.000000
0.382972 	 0.278283 	 21.000000
0.397110 	 0.118952 	 13.000000
0.409048 	 0.201164 	 19.000000
0.415960 	 0.250637 	 26.000000
0.258561 	 0.352856 	 90.000000
0.299089 	 0.418698 	 105.000000
0.176877 	 0.172426 	 73.000000
0.375746 	 0.035286 	 3.000000
0.504870 	 0.436886 	 1.000000
0.501414 	 0.465624 	 46.000000
0.486962 	 0.491815 	 28.000000
0.501728 	 0.579120 	 160.000000
0.495445 	 0.623136 	 1.000000
0.509582 	 0.687523 	 65.000000
0.469997 	 0.733358 	 152.000000
0.551052 	 0.452528 	 1.000000
0.543198 	 0.527101 	 61.000000
0.573673 	 0.582394 	 102.000000
0.543827 	 0.636595 	 49.000000
0.565504 	 0.701346 	 43.000000
0.581841 	 0.482721 	 1.000000
0.583726 	 0.645326 	 48.000000
0.596293 	 0.750818 	 27.000000
0.624882 	 0.745362 	 6.000000
0.449262 	 0.674427 	 49.000000
0.598492 	 0.699891 	 27.000000
0.521521 	 0.542015 	 19.000000
0.617342 	 0.775919 	 33.000000
0.637449 	 0.731539 	 1.000000
0.631166 	 0.711895 	 1.000000
0.697455 	 0.916333 	 37.000000
0.426642 	 0.825027 	 49.000000
0.427270 	 0.877410 	 54.000000
0.420358 	 0.926883 	 30.000000
0.418159 	 0.951983 	 12.000000
0.466855 	 0.773372 	 34.000000
0.463713 	 0.827210 	 58.000000
0.460258 	 0.884685 	 61.000000
0.456173 	 0.931248 	 23.000000
0.453032 	 0.955620 	 12.000000
0.516180 	 0.783194 	 96.000000
0.496387 	 0.832666 	 37.000000
0.494188 	 0.888687 	 46.000000
0.487904 	 0.948709 	 25.000000
0.529375 	 0.849400 	 52.000000
0.517751 	 0.895962 	 35.000000
0.536601 	 0.898509 	 31.000000
0.521206 	 0.956348 	 41.000000
