longitude 	 latitude 	 weight
0.445348 	 0.625912 	 50.000000
0.444879 	 0.664906 	 4.000000
0.464582 	 0.598742 	 33.000000
0.461923 	 0.628428 	 15.000000
0.458796 	 0.667925 	 1.000000
0.454574 	 0.718742 	 5.000000
0.452385 	 0.740126 	 87.000000
0.449101 	 0.764277 	 91.000000
0.448475 	 0.787673 	 45.000000
0.444253 	 0.809057 	 1.000000
0.494605 	 0.590943 	 41.000000
0.480375 	 0.609560 	 23.000000
0.480375 	 0.634717 	 26.000000
0.476153 	 0.677736 	 301.000000
0.472557 	 0.717233 	 53.000000
0.464269 	 0.740126 	 1.000000
0.466458 	 0.761006 	 80.000000
0.463800 	 0.791950 	 118.000000
0.453792 	 0.810818 	 1.000000
0.539171 	 0.575094 	 1.000000
0.516497 	 0.543648 	 15.000000
0.509617 	 0.570314 	 12.000000
0.511493 	 0.621384 	 60.000000
0.501798 	 0.647547 	 35.000000
0.496013 	 0.670943 	 138.000000
0.490383 	 0.696855 	 1.000000
0.490383 	 0.722767 	 173.000000
0.485066 	 0.763522 	 61.000000
0.475059 	 0.795220 	 1.000000
0.483503 	 0.798239 	 21.000000
0.521032 	 0.529057 	 8.000000
0.528069 	 0.580881 	 18.000000
0.526036 	 0.622390 	 35.000000
0.518217 	 0.647799 	 17.000000
0.528851 	 0.648553 	 22.000000
0.518843 	 0.682264 	 60.000000
0.510399 	 0.730063 	 65.000000
0.505864 	 0.767296 	 54.000000
0.501329 	 0.804025 	 39.000000
0.455043 	 0.700881 	 1.000000
0.445973 	 0.699371 	 1.000000
0.386396 	 0.460377 	 5.000000
0.379203 	 0.406792 	 115.000000
0.391243 	 0.402264 	 30.000000
0.396247 	 0.498616 	 98.000000
0.410633 	 0.487044 	 61.000000
0.405160 	 0.405031 	 79.000000
0.429085 	 0.411069 	 8.000000
0.426427 	 0.434969 	 193.000000
0.406568 	 0.423396 	 4.000000
0.462236 	 0.461132 	 654.000000
0.435340 	 0.488553 	 63.000000
0.424394 	 0.507170 	 22.000000
0.462236 	 0.497358 	 283.000000
0.454105 	 0.516478 	 150.000000
0.438311 	 0.531572 	 153.000000
0.451290 	 0.554465 	 20.000000
0.467866 	 0.525031 	 10.000000
0.468491 	 0.549686 	 13.000000
0.462549 	 0.567296 	 3.000000
0.479437 	 0.330818 	 19.000000
0.487881 	 0.397987 	 444.000000
0.491947 	 0.450566 	 54.000000
0.507740 	 0.511698 	 25.000000
0.489132 	 0.500629 	 21.000000
0.496169 	 0.390440 	 13.000000
0.502111 	 0.447296 	 19.000000
0.505551 	 0.481509 	 26.000000
0.427209 	 0.552201 	 90.000000
0.447381 	 0.597736 	 105.000000
0.386552 	 0.427421 	 73.000000
0.485536 	 0.332579 	 3.000000
0.549805 	 0.610314 	 1.000000
0.548084 	 0.630189 	 46.000000
0.540891 	 0.648302 	 28.000000
0.548241 	 0.708679 	 160.000000
0.545113 	 0.739119 	 1.000000
0.552150 	 0.783648 	 65.000000
0.532447 	 0.815346 	 152.000000
0.572791 	 0.621132 	 1.000000
0.568882 	 0.672704 	 61.000000
0.584050 	 0.710943 	 102.000000
0.569195 	 0.748428 	 49.000000
0.579984 	 0.793208 	 43.000000
0.588116 	 0.642013 	 1.000000
0.589054 	 0.754465 	 48.000000
0.595309 	 0.827421 	 27.000000
0.609539 	 0.823648 	 6.000000
0.522127 	 0.774591 	 49.000000
0.596403 	 0.792201 	 27.000000
0.558092 	 0.683019 	 19.000000
0.605786 	 0.844780 	 33.000000
0.615794 	 0.814088 	 1.000000
0.612666 	 0.800503 	 1.000000
0.645661 	 0.941887 	 37.000000
0.510868 	 0.878742 	 49.000000
0.511181 	 0.914969 	 54.000000
0.507740 	 0.949182 	 30.000000
0.506646 	 0.966541 	 12.000000
0.530884 	 0.843019 	 34.000000
0.529320 	 0.880252 	 58.000000
0.527600 	 0.920000 	 61.000000
0.525567 	 0.952201 	 23.000000
0.524003 	 0.969057 	 12.000000
0.555434 	 0.849811 	 96.000000
0.545582 	 0.884025 	 37.000000
0.544488 	 0.922767 	 46.000000
0.541360 	 0.964277 	 25.000000
0.562002 	 0.895597 	 52.000000
0.556216 	 0.927799 	 35.000000
0.565598 	 0.929560 	 31.000000
0.557936 	 0.969560 	 41.000000
0.578577 	 0.897358 	 33.000000
0.578108 	 0.930314 	 26.000000
0.578577 	 0.946918 	 28.000000
0.571384 	 0.971321 	 19.000000
0.579828 	 0.971824 	 17.000000
0.548866 	 0.998994 	 28.000000
0.596403 	 0.902390 	 39.000000
0.593120 	 0.945660 	 32.000000
0.588898 	 0.972075 	 5.000000
0.614230 	 0.874969 	 39.000000
0.609695 	 0.904151 	 36.000000
0.610946 	 0.927799 	 25.000000
0.610790 	 0.944654 	 22.000000
0.627678 	 0.886038 	 17.000000
0.628303 	 0.921006 	 32.000000
0.594371 	 0.999748 	 7.000000
0.609070 	 0.972075 	 1.000000
0.599531 	 0.868931 	 33.000000
0.425332 	 0.828176 	 88.000000
0.406568 	 0.879748 	 18.000000
0.400156 	 0.904151 	 49.000000
0.397654 	 0.922516 	 7.000000
0.388585 	 0.956226 	 1.000000
0.423769 	 0.873208 	 62.000000
0.412823 	 0.912201 	 26.000000
0.408913 	 0.930314 	 25.000000
0.401251 	 0.942642 	 13.000000
0.406099 	 0.954465 	 13.000000
0.446286 	 0.831698 	 20.000000
0.437217 	 0.873711 	 67.000000
0.422361 	 0.932579 	 34.000000
0.413604 	 0.967799 	 1.000000
0.462080 	 0.829686 	 127.000000
0.454574 	 0.880503 	 42.000000
0.444722 	 0.897358 	 84.000000
0.439093 	 0.930818 	 27.000000
0.431431 	 0.942390 	 2.000000
0.430180 	 0.957987 	 18.000000
0.448475 	 0.922767 	 37.000000
0.442533 	 0.955472 	 26.000000
0.471618 	 0.846792 	 96.000000
0.461142 	 0.919245 	 84.000000
0.454574 	 0.954969 	 33.000000
0.479437 	 0.885786 	 103.000000
0.465989 	 0.952956 	 34.000000
0.476779 	 0.942893 	 6.000000
0.496638 	 0.840252 	 31.000000
0.492572 	 0.875472 	 38.000000
0.490383 	 0.912704 	 94.000000
0.488350 	 0.954465 	 32.000000
0.345270 	 0.957233 	 9.000000
0.358249 	 0.963019 	 15.000000
0.365598 	 0.969057 	 5.000000
0.389367 	 0.954717 	 185.000000
0.403753 	 0.961761 	 54.000000
0.413604 	 0.967799 	 135.000000
0.524785 	 0.358491 	 6.000000
0.513683 	 0.384906 	 25.000000
0.516654 	 0.435975 	 16.000000
0.521032 	 0.459623 	 1.000000
0.528225 	 0.479497 	 1.000000
0.551056 	 0.545912 	 24.000000
0.536669 	 0.412075 	 19.000000
0.530727 	 0.431195 	 46.000000
0.535731 	 0.465409 	 30.000000
0.533542 	 0.503899 	 21.000000
0.547928 	 0.516730 	 11.000000
0.560751 	 0.545409 	 33.000000
0.572635 	 0.575346 	 20.000000
0.541673 	 0.390692 	 23.000000
0.549335 	 0.410566 	 30.000000
0.548241 	 0.436226 	 43.000000
0.549961 	 0.462138 	 37.000000
0.546052 	 0.490818 	 6.000000
0.568100 	 0.515472 	 51.000000
0.573260 	 0.534340 	 62.000000
0.565598 	 0.434465 	 15.000000
0.565129 	 0.456352 	 8.000000
0.560751 	 0.478239 	 16.000000
0.573104 	 0.496604 	 25.000000
0.589992 	 0.514969 	 37.000000
0.587647 	 0.559245 	 21.000000
0.551525 	 0.482013 	 22.000000
0.602189 	 0.525786 	 25.000000
0.571697 	 0.461635 	 40.000000
0.584206 	 0.474969 	 19.000000
0.596873 	 0.485031 	 27.000000
0.608444 	 0.504403 	 5.000000
0.625645 	 0.477736 	 31.000000
0.638468 	 0.464151 	 17.000000
0.544644 	 0.317736 	 41.000000
0.552150 	 0.331824 	 26.000000
0.564660 	 0.344906 	 21.000000
0.579515 	 0.357736 	 14.000000
0.568569 	 0.320000 	 39.000000
0.591712 	 0.354717 	 28.000000
0.614855 	 0.383899 	 2.000000
0.572166 	 0.291572 	 22.000000
0.579828 	 0.318239 	 26.000000
0.594683 	 0.341384 	 20.000000
0.604066 	 0.358994 	 22.000000
0.583425 	 0.295094 	 15.000000
0.591400 	 0.312453 	 1.000000
0.601564 	 0.327799 	 20.000000
0.595622 	 0.298365 	 2.000000
0.616575 	 0.324528 	 14.000000
0.621736 	 0.359748 	 21.000000
0.506802 	 0.252075 	 40.000000
0.494292 	 0.253333 	 56.000000
0.527756 	 0.219371 	 20.000000
0.540422 	 0.205786 	 3.000000
0.533542 	 0.231195 	 19.000000
0.513683 	 0.262138 	 4.000000
0.545739 	 0.271698 	 1.000000
0.513683 	 0.297358 	 43.000000
0.512432 	 0.174591 	 8.000000
0.520407 	 0.212075 	 2.000000
0.533073 	 0.380377 	 29.000000
0.551368 	 0.372830 	 1.000000
0.575606 	 0.384403 	 1.000000
0.613604 	 0.414591 	 1.000000
0.588741 	 0.418365 	 1.000000
0.584988 	 0.437233 	 1.000000
0.595309 	 0.454591 	 1.000000
0.489132 	 0.274717 	 1.000000
0.497889 	 0.287296 	 1.000000
0.605629 	 0.549686 	 29.000000
0.610321 	 0.567799 	 42.000000
0.615794 	 0.537107 	 1.000000
0.624238 	 0.568050 	 1.000000
0.623612 	 0.528553 	 26.000000
0.631900 	 0.560252 	 48.000000
0.633776 	 0.514717 	 46.000000
0.644879 	 0.556226 	 53.000000
0.644722 	 0.503899 	 58.000000
0.657545 	 0.552704 	 60.000000
0.654574 	 0.480503 	 28.000000
0.662862 	 0.512201 	 6.000000
0.672088 	 0.545409 	 2.000000
0.677248 	 0.572327 	 1.000000
0.664582 	 0.481509 	 23.000000
0.672557 	 0.506415 	 26.000000
0.679281 	 0.535849 	 21.000000
0.674277 	 0.436730 	 30.000000
0.680219 	 0.500377 	 31.000000
0.687881 	 0.526289 	 21.000000
0.690383 	 0.554717 	 17.000000
0.684597 	 0.578616 	 3.000000
0.680844 	 0.425660 	 32.000000
0.692885 	 0.440755 	 33.000000
0.693980 	 0.511447 	 30.000000
0.703987 	 0.511698 	 1.000000
0.707428 	 0.526289 	 8.000000
0.688194 	 0.414340 	 28.000000
0.699609 	 0.410818 	 70.000000
0.699609 	 0.451824 	 19.000000
0.706802 	 0.462390 	 16.000000
0.717435 	 0.468679 	 22.000000
0.724472 	 0.476981 	 13.000000
0.728382 	 0.435975 	 38.000000
0.757154 	 0.511950 	 25.000000
0.756529 	 0.496604 	 47.000000
0.761532 	 0.484277 	 37.000000
0.761063 	 0.465409 	 34.000000
0.784988 	 0.514214 	 32.000000
0.804535 	 0.520503 	 44.000000
0.813135 	 0.527547 	 41.000000
0.820172 	 0.534843 	 36.000000
0.705238 	 0.555723 	 40.000000
0.652854 	 0.407044 	 2.000000
0.761532 	 0.612327 	 10.000000
0.767944 	 0.617107 	 20.000000
0.776544 	 0.621132 	 20.000000
0.787490 	 0.625409 	 17.000000
0.805786 	 0.632453 	 23.000000
0.679437 	 0.469182 	 1.000000
0.700078 	 0.485786 	 1.000000
0.721501 	 0.500377 	 1.000000
0.742924 	 0.520755 	 1.000000
0.739328 	 0.569560 	 1.000000
0.664582 	 0.454843 	 1.000000
0.711024 	 0.443774 	 1.000000
0.727443 	 0.458365 	 1.000000
0.744801 	 0.447296 	 1.000000
0.773104 	 0.510692 	 1.000000
0.785145 	 0.488050 	 1.000000
0.739797 	 0.476981 	 1.000000
0.776075 	 0.591698 	 1.000000
0.796247 	 0.596730 	 1.000000
0.808131 	 0.622893 	 1.000000
0.821736 	 0.576101 	 1.000000
0.612041 	 0.647296 	 1.000000
0.604066 	 0.597987 	 26.000000
0.613292 	 0.590692 	 26.000000
0.617045 	 0.629686 	 28.000000
0.622830 	 0.659874 	 25.000000
0.632056 	 0.756981 	 52.000000
0.624707 	 0.589686 	 20.000000
0.628460 	 0.621384 	 30.000000
0.631587 	 0.655597 	 39.000000
0.635966 	 0.690566 	 31.000000
0.639249 	 0.724277 	 30.000000
0.642846 	 0.753459 	 24.000000
0.646286 	 0.779119 	 17.000000
0.650508 	 0.808302 	 18.000000
0.639406 	 0.805031 	 1.000000
0.653010 	 0.838491 	 17.000000
0.635653 	 0.587170 	 11.000000
